Student summary,Attendance date,Course,Reason
DD,9-21-22,Advanced Statistics,"Illness - All Day (LS, MS, US)"
DD,10-03-22,Advanced Statistics,"Other (LS, MS, US)"
DD,10-17-22,Advanced Statistics,"Late Arrival (LS, MS, US)"
DD,9-19-22,Forensic Science,"Illness - All Day (LS, MS, US)"
DD,9-21-22,Forensic Science,"Illness - All Day (LS, MS, US)"
DD,10-17-22,Forensic Science,"Late Arrival (LS, MS, US)"
DD,11-18-22,Forensic Science,"Medical Appt. - PM (MS, US)"
DD,9-20-22,Literature and Disability,"Illness - All Day (LS, MS, US)"
DD,9-22-22,Literature and Disability,"Illness - All Day (LS, MS, US)"
DD,9-20-22,Marine Biology,"Illness - All Day (LS, MS, US)"
DD,9-22-22,Marine Biology,"Illness - All Day (LS, MS, US)"
DD,10-11-22,Marine Biology,"Illness - Left Early (MS, US)"
DD,10-31-22,Marine Biology,"Illness - Left Early (MS, US)"
DD,9-20-22,Queer Voices,"Illness - All Day (LS, MS, US)"
DD,9-22-22,Queer Voices,"Illness - All Day (LS, MS, US)"
DD,10-11-22,Queer Voices,"Illness - Left Early (MS, US)"
DDD,9-22-22,Biology,School Trip - Full Day
DDD,10-13-22,Biology,School Trip - Full Day
DDD,11-10-22,Biology,School Trip - Full Day
DDD,10-13-22,Climbing and Mindfulness,School Trip - Full Day
DDD,11-10-22,Climbing and Mindfulness,School Trip - Full Day
DDD,10-12-22,English 9,School Trip - Full Day
DDD,9-22-22,Geometry,School Trip - Full Day
DDD,10-13-22,Geometry,School Trip - Full Day
DDD,11-10-22,Geometry,School Trip - Full Day
DDD,10-12-22,Historical Inquiry,School Trip - Full Day
DDD,10-12-22,Spanish II,School Trip - Full Day
DDD,10-26-22,Spanish II,"Other (LS, MS, US)"
DDDD,9-09-22,Chemistry,"Illness - All Day (LS, MS, US)"
DDDD,9-21-22,Chemistry,"Illness - All Day (LS, MS, US)"
DDDD,10-03-22,Chemistry,"Illness - Left Early (MS, US)"
DDDD,10-05-22,Chemistry,"Illness - All Day (LS, MS, US)"
DDDD,11-09-22,Chemistry,"Illness - All Day (LS, MS, US)"
DDDD,11-14-22,Chemistry,"Illness - Left Early (MS, US)"
DDDD,9-20-22,Climbing and Mindfulness,Sports Dismissal- Full Class Period
DDDD,9-28-22,Climbing and Mindfulness,Sports Dismissal- Full Class Period
DDDD,10-04-22,Climbing and Mindfulness,"Illness - All Day (LS, MS, US)"
DDDD,10-06-22,Climbing and Mindfulness,"Illness - All Day (LS, MS, US)"
DDDD,10-18-22,Climbing and Mindfulness,Absent
DDDD,11-08-22,Climbing and Mindfulness,"Illness - Left Early (MS, US)"
DDDD,11-10-22,Climbing and Mindfulness,"Illness - All Day (LS, MS, US)"
DDDD,9-22-22,English 10,School Trip - Full Day
DDDD,10-04-22,English 10,"Illness - All Day (LS, MS, US)"
DDDD,10-06-22,English 10,"Illness - All Day (LS, MS, US)"
DDDD,11-10-22,English 10,"Illness - All Day (LS, MS, US)"
DDDD,9-09-22,Geometry,"Illness - All Day (LS, MS, US)"
DDDD,9-21-22,Geometry,"Illness - All Day (LS, MS, US)"
DDDD,10-03-22,Geometry,"Illness - Left Early (MS, US)"
DDDD,10-05-22,Geometry,"Illness - All Day (LS, MS, US)"
DDDD,11-09-22,Geometry,"Illness - All Day (LS, MS, US)"
DDDD,11-14-22,Geometry,"Illness - All Day (LS, MS, US)"
DDDD,9-22-22,Japanese History and Culture,School Trip - Full Day
DDDD,10-04-22,Japanese History and Culture,"Illness - All Day (LS, MS, US)"
DDDD,10-06-22,Japanese History and Culture,"Illness - All Day (LS, MS, US)"
DDDD,11-08-22,Japanese History and Culture,"Illness - Left Early (MS, US)"
DDDD,11-10-22,Japanese History and Culture,"Illness - All Day (LS, MS, US)"
DDDD,9-09-22,Spanish II,"Illness - All Day (LS, MS, US)"
DDDD,9-13-22,Spanish II,Sports Dismissal- Full Class Period
DDDD,9-21-22,Spanish II,"Illness - All Day (LS, MS, US)"
DDDD,10-05-22,Spanish II,"Illness - All Day (LS, MS, US)"
DDDD,11-01-22,Spanish II,Sports Dismissal- Full Class Period
DDDD,11-09-22,Spanish II,"Illness - All Day (LS, MS, US)"
DDDDD,10-05-22,French: Advanced Studies,"Illness - All Day (LS, MS, US)"
DDDDD,10-06-22,Japanese History and Culture,"Other (LS, MS, US)"
DDDDD,10-05-22,Postcolonial Voices,"Illness - All Day (LS, MS, US)"
DDDDDD,10-12-22,Creative Writing: Poetry,"Other (LS, MS, US)"
DDDDDD,10-24-22,Creative Writing: Poetry,"Illness - All Day (LS, MS, US)"
DDDDDD,10-26-22,Creative Writing: Poetry,"Medical Appt. - AM (MS, US)"
DDDDDD,11-16-22,Creative Writing: Poetry,"Illness - All Day (LS, MS, US)"
DDDDDD,11-18-22,Creative Writing: Poetry,"Illness - All Day (LS, MS, US)"
DDDDDD,10-11-22,Digital Filmmaking,"Other (LS, MS, US)"
DDDDDD,10-25-22,Digital Filmmaking,"Illness - All Day (LS, MS, US)"
DDDDDD,11-02-22,Digital Filmmaking,"Medical Appt. - AM (MS, US)"
DDDDDD,11-17-22,Digital Filmmaking,"Illness - All Day (LS, MS, US)"
DDDDDD,10-25-22,Mandarin IV,"Illness - All Day (LS, MS, US)"
DDDDDD,11-02-22,Mandarin IV,"Medical Appt. - AM (MS, US)"
DDDDDD,11-17-22,Mandarin IV,"Illness - All Day (LS, MS, US)"
DDDDDD,10-12-22,Math Analysis,"Other (LS, MS, US)"
DDDDDD,10-24-22,Math Analysis,"Illness - All Day (LS, MS, US)"
DDDDDD,11-16-22,Math Analysis,"Illness - All Day (LS, MS, US)"
DDDDDD,11-18-22,Math Analysis,"Illness - All Day (LS, MS, US)"
DDDDDD,10-12-22,US History,"Other (LS, MS, US)"
DDDDDD,10-24-22,US History,"Illness - All Day (LS, MS, US)"
DDDDDD,11-16-22,US History,"Illness - All Day (LS, MS, US)"
DDDDDD,11-18-22,US History,"Illness - All Day (LS, MS, US)"
DDDDDD,10-25-22,Understanding the Brain,"Illness - All Day (LS, MS, US)"
DDDDDD,11-17-22,Understanding the Brain,"Illness - All Day (LS, MS, US)"
DDDDDDD,9-22-22,Advanced Calculus,"Illness - Left Early (MS, US)"
DDDDDDD,10-04-22,Advanced Calculus,"Illness - All Day (LS, MS, US)"
DDDDDDD,10-06-22,Advanced Calculus,"Illness - All Day (LS, MS, US)"
DDDDDDD,10-25-22,Advanced Calculus,"Illness - All Day (LS, MS, US)"
DDDDDDD,11-10-22,Advanced Calculus,"Illness - Left Early (MS, US)"
DDDDDDD,10-04-22,Advanced Statistics,"Illness - All Day (LS, MS, US)"
DDDDDDD,10-06-22,Advanced Statistics,"Illness - All Day (LS, MS, US)"
DDDDDDD,10-25-22,Advanced Statistics,"Illness - All Day (LS, MS, US)"
DDDDDDD,9-09-22,Astronomy,Sports  Dismissal- Half Class Period
DDDDDDD,9-19-22,Astronomy,"Other (LS, MS, US)"
DDDDDDD,10-03-22,Astronomy,"Illness - All Day (LS, MS, US)"
DDDDDDD,10-05-22,Astronomy,"Illness - All Day (LS, MS, US)"
DDDDDDD,10-28-22,Astronomy,"Illness - All Day (LS, MS, US)"
DDDDDDD,11-18-22,Astronomy,"Family Trip (LS, MS, US)"
DDDDDDD,9-09-22,Creative Writing: Poetry,School Trip - Full Day
DDDDDDD,9-23-22,Creative Writing: Poetry,"Other (LS, MS, US)"
DDDDDDD,10-03-22,Creative Writing: Poetry,"Illness - All Day (LS, MS, US)"
DDDDDDD,10-05-22,Creative Writing: Poetry,"Illness - All Day (LS, MS, US)"
DDDDDDD,10-24-22,Creative Writing: Poetry,"Other (LS, MS, US)"
DDDDDDD,10-28-22,Creative Writing: Poetry,"Illness - All Day (LS, MS, US)"
DDDDDDD,11-18-22,Creative Writing: Poetry,"Family Trip (LS, MS, US)"
DDDDDDD,9-30-22,The American War in Vietnam,"Other (LS, MS, US)"
DDDDDDD,10-04-22,The American War in Vietnam,"Illness - All Day (LS, MS, US)"
DDDDDDD,10-06-22,The American War in Vietnam,"Illness - All Day (LS, MS, US)"
DDDDDDD,10-25-22,The American War in Vietnam,"Illness - All Day (LS, MS, US)"
DDDDDDD,11-10-22,The American War in Vietnam,"Illness - Left Early (MS, US)"
DDDDDDDD,9-09-22,English 9,School Trip - Full Day
DDDDDDDD,9-09-22,Historical Inquiry,School Trip - Full Day
DDDDDDDD,9-09-22,Spanish: Advanced Studies,Sports  Dismissal- Half Class Period
DDDDDDDD,9-29-22,Spanish: Advanced Studies,"Other (LS, MS, US)"
DDDDDDDDD,10-12-22,Advanced Biology,"Other (LS, MS, US)"
DDDDDDDDD,10-12-22,Computer Art,"Other (LS, MS, US)"
DDDDDDDDD,10-12-22,The Graphic Novel,"Other (LS, MS, US)"
DDDDDDDDDD,9-13-22,Introductory Calculus,"Illness - All Day (LS, MS, US)"
DDDDDDDDDD,10-03-22,Introductory Calculus,Sports Dismissal- Full Class Period
DDDDDDDDDD,9-14-22,Marxism and Its Legacy,"Illness - All Day (LS, MS, US)"
DDDDDDDDDD,9-28-22,Marxism and Its Legacy,Sports Dismissal- Full Class Period
DDDDDDDDDD,10-06-22,Marxism and Its Legacy,Sports Dismissal- Full Class Period
DDDDDDDDDD,9-13-22,Physics,"Illness - All Day (LS, MS, US)"
DDDDDDDDDD,9-14-22,Queer Voices,"Illness - All Day (LS, MS, US)"
DDDDDDDDDD,11-08-22,Queer Voices,Commons Duty (US)
DDDDDDDDDD,9-14-22,Spanish IV,"Illness - All Day (LS, MS, US)"
DDDDDDDDDD,11-08-22,Spanish IV,Commons Duty (US)
DDDDDDDDDD,9-13-22,US History,"Illness - All Day (LS, MS, US)"
DDDDDDDDDD,9-21-22,US History,Sports Dismissal- Full Class Period
DDDDDDDDDDD,9-20-22,Biology,"Medical Appt. - AM (MS, US)"
DDDDDDDDDDD,10-04-22,Biology,"Other (LS, MS, US)"
DDDDDDDDDDD,10-06-22,Biology,"Other (LS, MS, US)"
DDDDDDDDDDD,11-10-22,Biology,"Medical Appt. - PM (MS, US)"
DDDDDDDDDDD,10-03-22,English 9,"Other (LS, MS, US)"
DDDDDDDDDDD,10-05-22,English 9,"Other (LS, MS, US)"
DDDDDDDDDDD,10-04-22,Geometry,"Other (LS, MS, US)"
DDDDDDDDDDD,10-06-22,Geometry,"Other (LS, MS, US)"
DDDDDDDDDDD,9-13-22,Historical Inquiry,"Medical Appt. - AM (MS, US)"
DDDDDDDDDDD,10-03-22,Historical Inquiry,"Other (LS, MS, US)"
DDDDDDDDDDD,10-05-22,Historical Inquiry,"Other (LS, MS, US)"
DDDDDDDDDDD,11-01-22,Historical Inquiry,"Medical Appt. - AM (MS, US)"
DDDDDDDDDDD,10-04-22,Spanish II,"Other (LS, MS, US)"
DDDDDDDDDDD,10-06-22,Spanish II,"Other (LS, MS, US)"
DDDDDDDDDDD,11-08-22,Spanish II,"Medical Appt. - PM (MS, US)"
DDDDDDDDDDD,10-03-22,Yoga,"Other (LS, MS, US)"
DDDDDDDDDDD,10-05-22,Yoga,"Other (LS, MS, US)"
DDDDDDDDDDD,11-07-22,Yoga,"Medical Appt. - AM (MS, US)"
DDDDDDDDDDDD,10-06-22,Advanced Calculus,"Illness - All Day (LS, MS, US)"
DDDDDDDDDDDD,10-05-22,Computer Programming in Java,"Illness - All Day (LS, MS, US)"
DDDDDDDDDDDD,10-07-22,Computer Programming in Java,"Illness - All Day (LS, MS, US)"
DDDDDDDDDDDD,10-12-22,Computer Programming in Java,"Other (LS, MS, US)"
DDDDDDDDDDDD,10-06-22,Data Science I,"Illness - All Day (LS, MS, US)"
DDDDDDDDDDDD,10-06-22,Physics with Calculus,"Illness - All Day (LS, MS, US)"
DDDDDDDDDDDD,10-05-22,Travel Literature,"Illness - All Day (LS, MS, US)"
DDDDDDDDDDDD,10-07-22,Travel Literature,"Illness - All Day (LS, MS, US)"
DDDDDDDDDDDD,10-12-22,Travel Literature,"Other (LS, MS, US)"
DDDDDDDDDDDD,10-28-22,Travel Literature,"Medical Appt. - AM (MS, US)"
DDDDDDDDDDDD,10-05-22,US History,"Illness - All Day (LS, MS, US)"
DDDDDDDDDDDD,10-07-22,US History,"Illness - All Day (LS, MS, US)"
DDDDDDDDDDDD,10-12-22,US History,"Other (LS, MS, US)"
E,11-04-22,Environmental Science,School Trip - Full Day
E,11-04-22,How Do We See,School Trip - Full Day
E,9-23-22,Introductory Calculus,School Trip - Full Day
E,9-23-22,Travel Literature,School Trip - Full Day
E,11-04-22,Understanding the Brain,School Trip - Full Day
EE,10-05-22,Biology,"Medical Appt. - AM (MS, US)"
EE,10-12-22,Biology,"Other (LS, MS, US)"
EE,9-26-22,Digital Filmmaking,"Illness - All Day (LS, MS, US)"
EE,10-12-22,Introductory Calculus,"Other (LS, MS, US)"
EE,10-17-22,Introductory Calculus,"Medical Appt. - PM (MS, US)"
EE,10-12-22,Postcolonial Voices,"Other (LS, MS, US)"
EE,9-26-22,US History,"Illness - All Day (LS, MS, US)"
EE,9-26-22,Understanding the Brain,"Illness - All Day (LS, MS, US)"
EE,10-06-22,Understanding the Brain,"Other (LS, MS, US)"
EEE,10-12-22,Computer Programming in Java,"Illness - All Day (LS, MS, US)"
EEE,10-17-22,Computer Programming in Java,"Other (LS, MS, US)"
EEE,11-01-22,Computer Programming in Java,Sports Dismissal- Full Class Period
EEE,10-12-22,Creative Writing: Essay,"Illness - All Day (LS, MS, US)"
EEE,10-17-22,Creative Writing: Essay,"Other (LS, MS, US)"
EEE,11-01-22,Creative Writing: Essay,"Illness - All Day (LS, MS, US)"
EEE,10-31-22,How Do We See,"Illness - All Day (LS, MS, US)"
EEE,11-17-22,How Do We See,Absent
EEE,10-12-22,Introductory Calculus,"Illness - All Day (LS, MS, US)"
EEE,10-17-22,Introductory Calculus,"Other (LS, MS, US)"
EEE,10-28-22,Introductory Calculus,"Late Arrival (LS, MS, US)"
EEE,11-07-22,Introductory Calculus,"Other (LS, MS, US)"
EEE,9-20-22,Satire,Sports Dismissal- Full Class Period
EEE,9-22-22,Satire,"Other (LS, MS, US)"
EEE,9-28-22,Satire,Sports Dismissal- Full Class Period
EEE,10-11-22,Satire,"Illness - All Day (LS, MS, US)"
EEE,10-25-22,Satire,"Late Arrival (LS, MS, US)"
EEEE,11-04-22,Chemistry,School Trip - Full Day
EEEE,9-23-22,English 10,School Trip - Full Day
EEEE,9-23-22,Health,School Trip - Full Day
EEEE,10-18-22,Math Analysis,"Medical Appt. - AM (MS, US)"
EEEE,11-04-22,Math Analysis,School Trip - Full Day
EEEE,9-23-22,Spanish II,School Trip - Full Day
EEEE,11-18-22,Spanish II,"Medical Appt. - AM (MS, US)"
EEEE,10-18-22,The Middle East,"Medical Appt. - PM (MS, US)"
EEEE,11-04-22,The Middle East,School Trip - Full Day
EEEEE,10-13-22,Historical Inquiry,School Trip - HalfDay
EEEEEE,11-17-22,Chemistry,"Family Trip (LS, MS, US)"
EEEEEE,9-15-22,English 10,Sports Dismissal- Full Class Period
EEEEEE,10-07-22,English 10,"Illness - All Day (LS, MS, US)"
EEEEEE,11-18-22,English 10,"Family Trip (LS, MS, US)"
EEEEEE,9-13-22,Health,Sports Dismissal- Full Class Period
EEEEEE,9-29-22,Health,Sports Dismissal- Full Class Period
EEEEEE,10-07-22,Health,"Illness - All Day (LS, MS, US)"
EEEEEE,11-18-22,Health,"Family Trip (LS, MS, US)"
EEEEEE,10-07-22,Introductory Calculus,"Illness - All Day (LS, MS, US)"
EEEEEE,11-18-22,Introductory Calculus,"Family Trip (LS, MS, US)"
EEEEEE,9-06-22,Mandarin III,Sports Dismissal- Full Class Period
EEEEEE,9-22-22,Mandarin III,Sports Dismissal- Full Class Period
EEEEEE,10-06-22,Mandarin III,"Late Arrival (LS, MS, US)"
EEEEEE,10-11-22,Mandarin III,Sports Dismissal- Full Class Period
EEEEEE,11-17-22,Mandarin III,"Family Trip (LS, MS, US)"
EEEEEE,10-06-22,The American War in Vietnam,"Late Arrival (LS, MS, US)"
EEEEEE,11-17-22,The American War in Vietnam,"Family Trip (LS, MS, US)"
EEEEEEE,9-16-22,Advanced Calculus,"Medical Appt. - AM (MS, US)"
EEEEEEE,9-19-22,Astronomy,"Other (LS, MS, US)"
EEEEEEE,11-09-22,Astronomy,"Illness - All Day (LS, MS, US)"
EEEEEEE,11-18-22,Astronomy,"Medical Appt. - AM (MS, US)"
EEEEEEE,9-23-22,Computer Programming in Java,Absent
EEEEEEE,10-24-22,Computer Programming in Java,"Medical Appt. - PM (MS, US)"
EEEEEEE,10-26-22,Computer Programming in Java,Absent
EEEEEEE,11-09-22,Computer Programming in Java,"Illness - All Day (LS, MS, US)"
EEEEEEE,11-09-22,Creative Writing: Essay,"Illness - All Day (LS, MS, US)"
EEEEEEEE,10-27-22,English 10,"Illness - Left Early (MS, US)"
EEEEEEEE,9-09-22,Geometry,School Trip - Full Day
EEEEEEEE,10-26-22,Geometry,Absent
EEEEEEEE,10-28-22,Geometry,"Illness - All Day (LS, MS, US)"
EEEEEEEE,9-09-22,Health,Sports  Dismissal- Half Class Period
EEEEEEEE,10-28-22,Health,"Illness - All Day (LS, MS, US)"
EEEEEEEE,10-27-22,Marxism and Its Legacy,"Illness - Left Early (MS, US)"
EEEEEEEE,9-09-22,Spanish II,School Trip - Full Day
EEEEEEEE,10-24-22,Spanish II,Sports  Dismissal- Half Class Period
EEEEEEEE,10-26-22,Spanish II,"Other (LS, MS, US)"
EEEEEEEE,10-28-22,Spanish II,"Illness - All Day (LS, MS, US)"
EEEEEEEEE,9-08-22,Advanced Chemistry,"Illness - All Day (LS, MS, US)"
EEEEEEEEE,9-12-22,Advanced Chemistry,"Other (LS, MS, US)"
EEEEEEEEE,9-26-22,Advanced Chemistry,"Religious Holiday (LS, MS, US)"
EEEEEEEEE,9-07-22,Anatomy and Physiology,"Illness - All Day (LS, MS, US)"
EEEEEEEEE,9-09-22,Anatomy and Physiology,"Illness - All Day (LS, MS, US)"
EEEEEEEEE,9-27-22,Anatomy and Physiology,"Religious Holiday (LS, MS, US)"
EEEEEEEEE,9-29-22,Anatomy and Physiology,"Medical Appt. - AM (MS, US)"
EEEEEEEEE,10-05-22,Anatomy and Physiology,"Religious Holiday (LS, MS, US)"
EEEEEEEEE,10-12-22,Anatomy and Physiology,"Other (LS, MS, US)"
EEEEEEEEE,10-17-22,Anatomy and Physiology,"Religious Holiday (LS, MS, US)"
EEEEEEEEE,9-07-22,Introductory Calculus,"Illness - All Day (LS, MS, US)"
EEEEEEEEE,9-09-22,Introductory Calculus,"Illness - All Day (LS, MS, US)"
EEEEEEEEE,9-27-22,Introductory Calculus,"Religious Holiday (LS, MS, US)"
EEEEEEEEE,10-05-22,Introductory Calculus,"Religious Holiday (LS, MS, US)"
EEEEEEEEE,10-12-22,Introductory Calculus,"Other (LS, MS, US)"
EEEEEEEEE,10-17-22,Introductory Calculus,"Religious Holiday (LS, MS, US)"
EEEEEEEEE,11-16-22,Introductory Calculus,"Medical Appt. - AM (MS, US)"
EEEEEEEEE,9-08-22,Spanish II,"Illness - All Day (LS, MS, US)"
EEEEEEEEE,9-12-22,Spanish II,"Other (LS, MS, US)"
EEEEEEEEE,9-26-22,Spanish II,"Religious Holiday (LS, MS, US)"
EEEEEEEEE,9-07-22,The Graphic Novel,"Illness - All Day (LS, MS, US)"
EEEEEEEEE,9-09-22,The Graphic Novel,"Illness - All Day (LS, MS, US)"
EEEEEEEEE,9-27-22,The Graphic Novel,"Religious Holiday (LS, MS, US)"
EEEEEEEEE,10-05-22,The Graphic Novel,"Religious Holiday (LS, MS, US)"
EEEEEEEEE,10-12-22,The Graphic Novel,"Other (LS, MS, US)"
EEEEEEEEE,10-17-22,The Graphic Novel,"Religious Holiday (LS, MS, US)"
EEEEEEEEE,9-08-22,US History,"Illness - All Day (LS, MS, US)"
EEEEEEEEE,9-12-22,US History,"Other (LS, MS, US)"
EEEEEEEEE,9-26-22,US History,"Religious Holiday (LS, MS, US)"
EEEEEEEEEE,10-03-22,Chemistry,Commons Duty (US)
EEEEEEEEEE,10-12-22,Chemistry,School Trip - Full Day
EEEEEEEEEE,9-12-22,Climbing and Mindfulness,"Medical Appt. - PM (MS, US)"
EEEEEEEEEE,9-26-22,Climbing and Mindfulness,"Illness - All Day (LS, MS, US)"
EEEEEEEEEE,10-13-22,Climbing and Mindfulness,School Trip - Full Day
EEEEEEEEEE,11-10-22,Climbing and Mindfulness,School Trip - Full Day
EEEEEEEEEE,10-12-22,Cultural Ethics,School Trip - Full Day
EEEEEEEEEE,9-22-22,English 10,School Trip - Full Day
EEEEEEEEEE,9-26-22,English 10,"Illness - All Day (LS, MS, US)"
EEEEEEEEEE,10-13-22,English 10,School Trip - Full Day
EEEEEEEEEE,11-10-22,English 10,School Trip - Full Day
EEEEEEEEEE,10-12-22,Math Analysis,School Trip - Full Day
EEEEEEEEEE,9-20-22,Spanish III,"Medical Appt. - AM (MS, US)"
EEEEEEEEEE,9-22-22,Spanish III,School Trip - Full Day
EEEEEEEEEE,9-26-22,Spanish III,"Illness - All Day (LS, MS, US)"
EEEEEEEEEE,10-13-22,Spanish III,School Trip - Full Day
EEEEEEEEEE,11-10-22,Spanish III,School Trip - Full Day
EEEEEEEEEEE,9-13-22,English 9,"Medical Appt. - AM (MS, US)"
EEEEEEEEEEE,9-19-22,English 9,"Other (LS, MS, US)"
EEEEEEEEEEE,10-05-22,English 9,"Illness - All Day (LS, MS, US)"
EEEEEEEEEEE,9-19-22,Fire Arts,"Other (LS, MS, US)"
EEEEEEEEEEE,10-05-22,Fire Arts,"Illness - All Day (LS, MS, US)"
EEEEEEEEEEE,9-19-22,Spanish II,"Other (LS, MS, US)"
EEEEEEEEEEE,10-05-22,Spanish II,"Illness - All Day (LS, MS, US)"
EEEEEEEEEEEE,9-06-22,Black Voices,"Family Trip (LS, MS, US)"
EEEEEEEEEEEE,9-06-22,Marine Biology,"Family Trip (LS, MS, US)"
EEEEEEEEEEEE,9-27-22,Math Analysis,"Other (LS, MS, US)"
EEEEEEEEEEEE,10-07-22,Math Analysis,"Illness - All Day (LS, MS, US)"
EEEEEEEEEEEE,10-12-22,Math Analysis,"Other (LS, MS, US)"
EEEEEEEEEEEE,11-01-22,Math Analysis,"Illness - All Day (LS, MS, US)"
EEEEEEEEEEEE,10-07-22,Spanish III,"Illness - All Day (LS, MS, US)"
EEEEEEEEEEEE,10-12-22,Spanish III,"Other (LS, MS, US)"
EEEEEEEEEEEE,11-01-22,Spanish III,"Illness - All Day (LS, MS, US)"
EEEEEEEEEEEE,9-06-22,US History,"Family Trip (LS, MS, US)"
F,10-18-22,Advanced Calculus,"Illness - All Day (LS, MS, US)"
F,10-18-22,Advanced Chemistry,"Illness - All Day (LS, MS, US)"
F,10-27-22,Advanced Chemistry,"Other (LS, MS, US)"
F,9-27-22,Anatomy and Physiology,"Other (LS, MS, US)"
F,9-29-22,Anatomy and Physiology,"Other (LS, MS, US)"
F,10-03-22,Anatomy and Physiology,"Other (LS, MS, US)"
F,10-17-22,Anatomy and Physiology,"Illness - All Day (LS, MS, US)"
F,11-01-22,Anatomy and Physiology,"Late Arrival (LS, MS, US)"
F,9-19-22,Global Women's Issues,"Other (LS, MS, US)"
F,10-17-22,Global Women's Issues,"Illness - All Day (LS, MS, US)"
F,9-19-22,Travel Literature,"Other (LS, MS, US)"
F,10-17-22,Travel Literature,"Illness - All Day (LS, MS, US)"
F,10-18-22,"Vertebrates: Origins, Designs & Threats","Illness - All Day (LS, MS, US)"
FF,9-08-22,English 10,Sports  Dismissal- Half Class Period
FF,11-01-22,Global Women's Issues,Sports Dismissal- Full Class Period
FF,10-12-22,Metal Design,Sports  Dismissal- Half Class Period
FF,10-26-22,Metal Design,Sports  Dismissal- Half Class Period
FF,9-19-22,Spanish III,Sports  Dismissal- Half Class Period
FF,10-28-22,Spanish III,Sports  Dismissal- Half Class Period
FFF,9-13-22,Advanced Calculus,Sports Dismissal- Full Class Period
FFF,11-01-22,Advanced Calculus,Sports Dismissal- Full Class Period
FFF,11-18-22,Advanced Calculus,"Family Trip (LS, MS, US)"
FFF,11-17-22,Data Science I,"Family Trip (LS, MS, US)"
FFF,10-05-22,Introduction to Psychology,"Other (LS, MS, US)"
FFF,11-18-22,Introduction to Psychology,"Family Trip (LS, MS, US)"
FFF,9-20-22,Satire,Sports Dismissal- Full Class Period
FFF,9-28-22,Satire,Sports Dismissal- Full Class Period
FFF,11-17-22,Satire,"Family Trip (LS, MS, US)"
FFF,10-06-22,Spanish IV,"Other (LS, MS, US)"
FFF,11-17-22,Spanish IV,"Family Trip (LS, MS, US)"
FFFF,10-07-22,Biology,"Illness - Left Early (MS, US)"
FFFF,10-24-22,Biology,"Medical Appt. - PM (MS, US)"
FFFFF,9-16-22,Backpacking,School Trip - Full Day
FFFFF,9-12-22,Chemistry,Sports  Dismissal- Half Class Period
FFFFF,9-16-22,Chemistry,School Trip - Full Day
FFFFF,11-15-22,Chemistry,School Trip - HalfDay
FFFFF,9-16-22,Civics: Understanding Our Rights,School Trip - Full Day
FFFFF,9-15-22,English 10,School Trip - Full Day
FFFFF,10-07-22,English 10,School Trip - Full Day
FFFFF,9-15-22,Introductory Calculus,School Trip - Full Day
FFFFF,10-07-22,Introductory Calculus,School Trip - Full Day
FFFFF,9-15-22,Spanish III,School Trip - Full Day
FFFFF,10-07-22,Spanish III,School Trip - Full Day
FFFFFF,11-17-22,Advanced Algebra,"Illness - All Day (LS, MS, US)"
FFFFFF,9-09-22,Chemistry,Sports  Dismissal- Half Class Period
FFFFFF,11-17-22,English 10,"Illness - All Day (LS, MS, US)"
FFFFFF,9-09-22,Global Women's Issues,School Trip - Full Day
FFFFFF,11-16-22,Global Women's Issues,"Illness - Left Early (MS, US)"
FFFFFF,9-09-22,Spanish III,School Trip - Full Day
FFFFFF,11-16-22,Spanish III,"Illness - Left Early (MS, US)"
FFFFFF,11-17-22,Tykoe Yearbook,"Illness - All Day (LS, MS, US)"
FFFFFFF,10-25-22,Acrylic Painting,"Medical Appt. - AM (MS, US)"
FFFFFFF,10-26-22,Advanced Algebra,"Other (LS, MS, US)"
FFFFFFF,11-07-22,Advanced Algebra,"Illness - Left Early (MS, US)"
FFFFFFF,11-14-22,Advanced Algebra,"Late Arrival (LS, MS, US)"
FFFFFFF,10-13-22,Digital Filmmaking,"Medical Appt. - PM (MS, US)"
FFFFFFF,11-07-22,US History,"Illness - Left Early (MS, US)"
FFFFFFF,10-12-22,Wilderness First Aid,"Illness - Left Early (MS, US)"
